Date,InvoiceId,Qty,Freight,LineAmount1,InvoiceCat,CustomerName,State,City,Year,Month,Day,Y-M,WeekDay
2019-10-31,SGE-1920/006281,140.0,124.75,43031.3,SGE-1920,Customer 80,CT,RAIPUR,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006304,24.0,13.0,6270.32,SGE-1920,Customer 98,HR,PANIPAT,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006314,1010.0,773.88,197960.0,SGE-1920,Customer 155,JH,JAMSHEDPUR,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006235,24.0,7.08,6805.51,SGE-1920,Customer 188,DL,NEW DELHI,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006279,24.0,18.13,4815.36,SGE-1920,Customer 209,MH,SANGLI,2019,10,31,2019-10,Thursday
2019-10-31,SGE-1920/006355,2000.0,1532.68,392000.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,10,31,2019-10,Thursday
2019-11-02,SGE-1819/10582,24.0,12.66,3827.63,SGE-1819,Customer 5,HR,GURGAON,2019,11,02,2019-11,Saturday
2019-11-04,DD-1920/000013,50.0,0.0,8052.0,DD-1920,Customer 174,GJ,SURAT,2019,11,04,2019-11,Monday
2019-11-04,DD-1920/000013,173.0,0.0,27859.92,DD-1920,Customer 174,GJ,SURAT,2019,11,04,2019-11,Monday
2019-11-05,SGE-1920/001059,12.0,6.11,2881.56,SGE-1920,Customer 92,UP,LUCKNOW,2019,11,05,2019-11,Tuesday
2019-11-05,DD-1920/000048,490.0,0.0,83300.0,DD-1920,Customer 46,GJ,BHARUCH,2019,11,05,2019-11,Tuesday
2019-11-06,SGE-1920/001948,9.0,4.43,2697.9,SGE-1920,Customer 137,MH,PUNE,2019,11,06,2019-11,Wednesday
2019-11-07,SGE-1920/002920,12.0,5.32,3143.52,SGE-1920,Customer 31,MH,BALLARPUR,2019,11,07,2019-11,Thursday
2019-11-09,SGE-1920/004844,24.0,14.51,6805.51,SGE-1920,Customer 188,DL,NEW DELHI,2019,11,09,2019-11,Saturday
2019-11-12,SGE-1920/007368,12.0,5.65,3064.93,SGE-1920,Customer 66,GJ,JAMNAGAR,2019,11,12,2019-11,Tuesday
2019-11-13,SGE-1920/006531,15.0,27.53,4910.4,SGE-1920,Customer 77,JH,JAMSHEDPUR,2019,11,13,2019-11,Wednesday
2019-11-13,SGE-1920/006530,10.0,5.0,2379.47,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,13,2019-11,Wednesday
2019-11-16,SGE-1920/006613,60.0,53.71,17986.0,SGE-1920,Customer 173,AP,KOTHAGUDEM,2019,11,16,2019-11,Saturday
2019-11-16,SGE-1920/006604,20.0,11.35,4758.94,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,16,2019-11,Saturday
2019-11-16,DD-1920/000268,89.0,0.0,15130.0,DD-1920,Customer 129,MH,PATALGANGA,2019,11,16,2019-11,Saturday
2019-11-16,SGE-1920/006608,504.0,394.83,100800.0,SGE-1920,Customer 16,MP,BHOPAL,2019,11,16,2019-11,Saturday
2019-11-18,SGE-1920/006636,216.0,228.62,58255.2,SGE-1920,Customer 40,TS,HYDERABAD,2019,11,18,2019-11,Monday
2019-11-20,SGE-1920/006689,12.0,7.56,3252.48,SGE-1920,Customer 27,MH,AURANGABAD,2019,11,20,2019-11,Wednesday
2019-11-21,SGE-1920/006732,12.0,5.81,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,21,2019-11,Thursday
2019-11-21,SGE-1920/006718,12.0,13.72,3374.66,SGE-1920,Customer 165,UP,KANPUR,2019,11,21,2019-11,Thursday
2019-11-22,SGE-1920/006757,12.0,7.92,3564.84,SGE-1920,Customer 39,UP,MEERUT,2019,11,22,2019-11,Friday
2019-11-22,SGE-1920/006772,229.0,170.39,38832.68,SGE-1920,Customer 5,HR,GURGAON,2019,11,22,2019-11,Friday
2019-11-23,DD-1920/000273,200.0,0.0,34000.0,DD-1920,Customer 46,GJ,BHARUCH,2019,11,23,2019-11,Saturday
2019-11-23,SGE-1920/006807,244.0,124.07,41376.3,SGE-1920,Customer 5,HR,GURGAON,2019,11,23,2019-11,Saturday
2019-11-23,DD-1920/000273,400.0,0.0,68000.0,DD-1920,Customer 46,GJ,BHARUCH,2019,11,23,2019-11,Saturday
2019-11-23,DD-1920/000273,30.0,0.0,5100.0,DD-1920,Customer 46,GJ,BHARUCH,2019,11,23,2019-11,Saturday
2019-11-26,SGE-1920/006860,504.0,389.83,100800.0,SGE-1920,Customer 62,MH,NAGPUR,2019,11,26,2019-11,Tuesday
2019-11-26,SGE-1920/006851,48.0,42.28,13728.0,SGE-1920,Customer 29,AP,VIJAYWADA,2019,11,26,2019-11,Tuesday
2019-11-26,SGE-1920/006862,12.0,4.87,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,26,2019-11,Tuesday
2019-11-29,SGE-1920/006947,504.0,414.42,123480.0,SGE-1920,Customer 47,GJ,KUTCH,2019,11,29,2019-11,Friday
2019-11-30,SGE-1920/007109,12.0,6.46,2855.36,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007333,48.0,203.12,11421.46,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007231,1008.0,813.36,236880.0,SGE-1920,Customer 21,GJ,BHARUCH,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007314,360.0,283.87,77760.0,SGE-1920,Customer 120,GA,GOA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007336,6.0,2.67,1610.7,SGE-1920,Customer 106,CT,CHAMPA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007168,20.0,11.48,6547.2,SGE-1920,Customer 77,JH,JAMSHEDPUR,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007230,768.0,604.52,165888.0,SGE-1920,Customer 95,TN,CHENNAI,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007072,504.0,161.86,107730.0,SGE-1920,Customer 11,WB,KOLKATTA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007007,14.0,7.74,3331.26,SGE-1920,Customer 53,PB,LUDHIANA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007319,1008.0,800.78,224784.0,SGE-1920,Customer 12,MH,NASHIK,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007125,1248.0,707.0,278304.0,SGE-1920,Customer 74,GJ,GANDHIDHAM,2019,11,30,2019-11,Saturday
2019-11-30,DD-1920/000290,14.0,0.0,2380.0,DD-1920,Customer 129,MH,PATALGANGA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007177,113.0,83.93,19161.98,SGE-1920,Customer 5,HR,GURGAON,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007268,10.0,5.64,2772.62,SGE-1920,Customer 34,WB,24-PARGANAS (NORTH),2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007136,1008.0,803.78,224784.0,SGE-1920,Customer 79,GJ,VADODARA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007170,60.0,53.53,18774.62,SGE-1920,Customer 173,AP,KOTHAGUDEM,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007317,648.0,510.57,139968.0,SGE-1920,Customer 7,GA,GOA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007114,12.0,7.0,3960.0,SGE-1920,Customer 35,MH,PUNE,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007229,504.0,412.42,123480.0,SGE-1920,Customer 203,GJ,AHMEDABAD,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/006987,504.0,389.83,100800.0,SGE-1920,Customer 215,UP,JHANSI,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007193,96.0,71.49,28769.66,SGE-1920,Customer 99,PB,LUDHIANA,2019,11,30,2019-11,Saturday
2019-11-30,SGE-1920/007284,48.0,24.11,13831.49,SGE-1920,Customer 55,TS,GODAVARIKHANI,2019,11,30,2019-11,Saturday
2019-12-03,SGE-1819/11502,8.0,4.03,2326.2,SGE-1819,Customer 70,JH,JAMSHEDPUR,2019,12,03,2019-12,Tuesday
2019-12-04,SGE-1920/000174,504.0,284.0,100800.0,SGE-1920,Customer 63,GJ,VERAVAL,2019,12,04,2019-12,Wednesday
2019-12-04,SGE-1920/000170,304.0,235.23,60800.0,SGE-1920,Customer 52,MH,MUMBAI,2019,12,04,2019-12,Wednesday
2019-12-04,SGE-1920/000172,200.0,154.6,40000.0,SGE-1920,Customer 52,MH,MUMBAI,2019,12,04,2019-12,Wednesday
2019-12-06,SGE-1920/001986,120.0,70.19,38423.42,SGE-1920,Customer 77,JH,JAMSHEDPUR,2019,12,06,2019-12,Friday
2019-12-06,SGE-1920/001983,12.0,0.0,3597.2,SGE-1920,Customer 96,KA,BANGALORE,2019,12,06,2019-12,Friday
2019-12-06,DD-1920/000097,150.0,0.0,25500.0,DD-1920,Customer 30,GJ,AHMEDABAD,2019,12,06,2019-12,Friday
2019-12-06,SGE-1920/001976,60.0,54.91,16743.72,SGE-1920,Customer 173,AP,KOTHAGUDEM,2019,12,06,2019-12,Friday
2019-12-12,SGE-1920/007406,100.0,63.44,20000.0,SGE-1920,Customer 193,UT,HARIDWAR,2019,12,12,2019-12,Thursday
2019-12-13,DD-1920/000301,270.0,0.0,45900.0,DD-1920,Customer 130,DN,SILVASSA,2019,12,13,2019-12,Friday
2019-12-13,SGE-1920/007426,200.0,177.67,55452.32,SGE-1920,Customer 216,TN,CHENNAI,2019,12,13,2019-12,Friday
2019-12-17,SGE-1920/007487,244.0,131.18,41376.3,SGE-1920,Customer 5,HR,GURGAON,2019,12,17,2019-12,Tuesday
2019-12-17,SGE-1920/007483,19.0,10.59,5131.14,SGE-1920,Customer 35,MH,PUNE,2019,12,17,2019-12,Tuesday
2019-12-18,DD-1920/000305,400.0,0.0,68000.0,DD-1920,Customer 101,MH,RAIGAD,2019,12,18,2019-12,Wednesday
2019-12-18,SGE-1920/007522,48.0,41.28,13728.0,SGE-1920,Customer 29,AP,VIJAYWADA,2019,12,18,2019-12,Wednesday
2019-12-19,SGE-1920/007547,40.0,19.55,8000.0,SGE-1920,Customer 217,CT,RAIPUR,2019,12,19,2019-12,Thursday
2019-12-21,SGE-1920/007588,1008.0,787.0,208656.0,SGE-1920,Customer 13,GJ,VAPI,2019,12,21,2019-12,Saturday
2019-12-21,SGE-1920/007591,504.0,413.42,123480.0,SGE-1920,Customer 154,GJ,AHMEDABAD,2019,12,21,2019-12,Saturday
2019-12-23,SGE-1920/007613,4.0,2.0,800.0,SGE-1920,Customer 217,CT,RAIPUR,2019,12,23,2019-12,Monday
2019-12-26,DD-1920/000312,100.0,0.0,16104.0,DD-1920,Customer 183,MH,MUMBAI,2019,12,26,2019-12,Thursday
2019-12-27,SGE-1920/007724,180.0,107.17,30523.5,SGE-1920,Customer 5,HR,GURGAON,2019,12,27,2019-12,Friday
2019-12-28,SGE-1920/007729,48.0,14.16,13611.02,SGE-1920,Customer 188,DL,NEW DELHI,2019,12,28,2019-12,Saturday
2019-12-31,SGE-1920/008086,12.0,6.31,3135.05,SGE-1920,Customer 215,UP,JHANSI,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/008134,24.0,10.88,5832.0,SGE-1920,Customer 201,MH,KOLHAPUR,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/007866,24.0,16.18,5880.0,SGE-1920,Customer 147,HR,BAHADURGARH,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/007838,20.0,8.51,5225.26,SGE-1920,Customer 218,MH,OSMANABAD,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/007819,27.0,16.0,7054.11,SGE-1920,Customer 98,HR,PANIPAT,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/008024,504.0,390.47,123480.0,SGE-1920,Customer 40,TS,HYDERABAD,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/007961,1000.0,770.0,200000.0,SGE-1920,Customer 4,RJ,JAIPUR,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/008109,60.0,44.82,17981.04,SGE-1920,Customer 32,CH,CHANDIGARH,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/008091,100.0,68.41,25649.34,SGE-1920,Customer 17,UP,SONEBHANDRA,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/007880,504.0,399.14,108786.89,SGE-1920,Customer 64,TS,SECUNDRABAD,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/008046,72.0,72.17,17132.18,SGE-1920,Customer 53,PB,LUDHIANA,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/008132,50.0,32.47,16382.52,SGE-1920,Customer 77,JH,JAMSHEDPUR,2019,12,31,2019-12,Tuesday
2019-12-31,SGE-1920/007997,4.0,1.56,800.0,SGE-1920,Customer 217,CT,RAIPUR,2019,12,31,2019-12,Tuesday
