Date,sum_QTY,sum_Freight,sum_LineAmount,no_unique_customers,no_orders,InvoiceCat_DD-SGE,InvoiceCat_SGE,WeekDay_Friday,WeekDay_Monday,WeekDay_Saturday,WeekDay_Thursday,WeekDay_Tuesday,WeekDay_Wednesday,State_AP,State_AS,State_BH,State_CH,State_CT,State_DL,State_DN,State_GA,State_GJ,State_HR,State_JH,State_JK,State_KA,State_KL,State_MH,State_MP,State_OR,State_PB,State_RJ,State_TN,State_TS,State_UP,State_UT,State_WB,mean_sum_QTY,SMA30,CMA30,EMA30,EMA7
2018-04-07,84.0,61.58,17014.32,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,42.0,84.0,,84.0,84.0
2018-04-09,10.0,0.0,2932.1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,47.0,,45.76666666666667,41.714285714285715
2018-04-10,382.0,0.0,58157.7,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.0,158.66666666666666,,165.39651980747874,188.86486486486487
2018-04-12,12.0,6.24,2855.36,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0,122.0,,123.1301886792453,124.18285714285715
2018-05-07,42.0,15.0,10662.12,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,106.0,,104.67110651118344,97.24455825864277
2018-05-09,19.0,10.92,5524.74,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19.0,91.5,,87.91090405246189,73.44817344817345
2018-05-10,167.0,112.21000000000001,33474.38,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,41.75,102.28571428571429,,101.5898784420684,100.43896597872791
2018-05-11,616.0,445.52,127167.91,3,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,205.33333333333334,166.5,,181.85633473690203,243.6683340398474
2018-06-07,36.0,21.0,9333.36,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.0,152.0,,161.00574870186904,187.5366182602563
2018-06-09,24.0,11.54,5710.73,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24.0,139.2,,142.84486099691702,144.21274406863077
2018-06-10,444.0,0.0,116310.24,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.0,166.9090909090909,,180.22158494754646,222.46453300182193
2018-06-11,24.0,0.0,6978.61,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,155.0,,161.92322917997456,171.2253286777639
2018-06-12,120.0,107.69,31435.2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120.0,152.30769230769232,,157.2581787261258,158.10734920664407
2018-06-13,312.0,6.0,50090.32,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,104.0,163.71428571428572,,173.70804020058338,197.27846073380678
2018-06-14,72.0,59.64,18887.18,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0,157.6,,163.3296492442189,165.5346382158226
2018-06-15,48.0,39.93,12574.08,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,150.75,,151.98692974649492,135.85349657760247
2018-06-16,237.0,55.86,44151.57,3,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39.5,155.8235294117647,,160.07436820291895,161.3316402844732
2018-06-18,2532.0,1812.8600000000001,480273.31,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,844.0,287.8333333333333,,379.01665686033635,757.3589594586813
2018-06-19,1957.0,1422.25,377676.15,7,7,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,279.57142857142856,375.6842105263158,,520.7352353444676,1058.542709599691
2018-06-20,256.0,43.2,46603.45,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51.2,369.7,,497.5459273804873,857.2687498155042
2018-06-21,1760.0,1004.7900000000001,329716.96,6,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,195.55555555555554,435.9047619047619,,605.635249381956,1083.4896080765432
2018-06-22,345.0,81.46,56438.4,3,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69.0,431.77272727272725,,583.781240970568,898.5372868647546
2018-06-23,192.0,0.0,30107.52,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.0,421.3478260869565,,551.5538196042943,721.6663374580496
2018-06-26,515.0,40.2,88281.81,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,171.66666666666666,425.25,,548.5993689761698,669.9478592235884
2018-06-27,39.0,18.58,6389.84,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,409.8,,508.0721058370039,512.0921010995813
2018-06-28,504.0,357.69,97776.0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252.0,413.4230769230769,,507.75305017152135,510.0679333690481
2018-06-30,400.0,273.16,65536.8,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,412.9259259259259,,499.425648169971,482.53929699822874
2018-07-07,24.0,20.34,6092.64,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24.0,399.0357142857143,,463.14680877436325,367.86806701012284
2018-07-09,14.0,4.3,3457.14,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.0,385.7586206896552,,429.2727016253788,279.37998040764467
2018-07-31,9.0,0.0,2878.65,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,373.2,373.2,397.91809313790066,211.7729118941281
2018-08-06,4080.0,2916.9300000000003,776858.54,6,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,680.0,506.4,492.7741935483871,669.877378977839,1178.9592255357015
2018-08-12,10.0,0.0,2929.59,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,506.4,477.6875,621.5899086982736,886.6900600051353
2018-08-18,1008.0,505.0,189504.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008.0,527.2666666666667,493.75757575757575,649.6232422899997,917.0198300280791
2018-08-20,8400.0,6303.354,1608577.0,21,23,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,640.1304347826087,806.8666666666667,726.2941176470588,1207.4184467084242,2787.870583987782
2018-08-21,424.0,328.47,110536.44,4,4,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,106.0,819.6,717.6571428571428,1151.4529255726882,2196.8778926856107
2018-08-22,492.0,73.16,91713.3,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,98.4,835.3666666666667,711.3888888888889,1104.6670282567102,1770.6448722196492
2018-08-23,1789.0,883.4300000000001,327397.55,5,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,298.1666666666667,889.4333333333333,740.5135135135135,1152.9078705364304,1775.2337635539552
2018-08-24,2036.0,1093.46,371879.83999999997,5,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,407.2,936.7666666666667,774.6052631578947,1214.7900121685157,1840.426488205355
2018-08-25,220.0,10.0,36440.7,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,44.0,942.9,760.3846153846154,1145.4660303552064,1435.31443409552
2018-08-28,46.0,0.0,7213.26,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23.0,943.6333333333333,742.525,1069.2416359339059,1087.9823325967818
2018-08-29,12.0,6.0,3046.32,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,929.2333333333333,724.7073170731708,996.2956452852568,818.984720549541
2018-08-30,392.0,0.0,61469.52,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,392.0,941.5,716.7857142857143,954.7873238308151,712.237936563836
2018-08-31,60.0,7.67,10382.11,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0,939.5,701.5116279069767,893.5808799870068,549.1777606202093
2018-09-06,3204.0,2409.4,621540.72,3,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,801.0,1035.9,758.3863636363636,1051.0093126098814,1212.885432360667
2018-09-07,12.0,7.0,3489.31,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,1033.9,741.8,980.4683275749885,912.6633577980851
2018-09-26,12.0,6.0,3489.31,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,1032.7,725.9347826086956,914.9378076413818,687.4971153333913
2018-09-27,5653.0,3423.2400000000002,1054029.59,14,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,314.05555555555554,1213.2333333333333,830.7659574468086,1234.5283784453782,1928.87450291521
2018-09-28,2658.0,1776.92,554223.73,16,17,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,156.35294117647058,1217.4333333333334,868.8333333333334,1330.26298548101,2111.1560607063966
2018-09-30,51.0,0.0,7997.81,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25.5,1153.9,852.1428571428571,1244.4619703274298,1596.1166566258396
2018-10-07,2.0,0.0,563.57,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1145.4333333333334,835.14,1161.3415574429735,1197.5872667735555
2018-10-08,50.0,0.0,7840.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,1088.4333333333334,819.7450980392157,1087.1698675178038,910.6903282232046
2018-10-10,10.0,0.0,2932.1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10.0,1077.2666666666667,804.1730769230769,1015.4383896167523,685.5176744373189
2018-10-15,504.0,353.68,97776.0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,252.0,1087.6666666666667,798.5094339622641,981.4509798466448,640.1382449860743
2018-10-16,5036.0,3076.6,943269.0,6,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,839.3333333333334,1238.3666666666666,876.9814814814815,1250.3729393142646,1739.1038806606932
2018-10-17,48.0,50.16,12259.73,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,48.0,1238.6666666666667,861.9090909090909,1170.768441904643,1316.3278536783184
2018-10-18,564.0,380.31,113525.04,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,188.0,1240.6666666666667,856.5892857142857,1130.6644093724528,1128.245871301375
2018-10-20,12.0,8.0,2855.36,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12.0,1227.7333333333333,841.7719298245614,1056.8434032602665,849.1843823804294
2018-10-23,516.0,353.69,101265.31,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,258.0,1244.1333333333334,836.1551724137931,1021.2055183891474,765.888282062757
2018-10-24,1572.0,1112.18,311061.60000000003,4,4,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,393.0,1296.0666666666666,848.6271186440678,1057.4492023901778,967.4162201164556
2018-10-27,20.0,7.17,5077.2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.0,1296.4333333333334,834.8166666666667,989.2701018527424,730.5621575336955
2018-10-29,18.0,0.0,2822.58,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,18.0,1161.0333333333333,821.4262295081967,925.516784440921,552.4216138893863
2018-10-31,10.0,78.0,1568.2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,1161.0333333333333,808.3387096774194,865.4904750395409,416.81620798441384
