InvoiceDate,InvoiceId,SalesUNit,Qty,NetWeight,CustomerName,LineAmount1,Freight,City,State,ItemName,ProductCategory
23-08-2018,DD-1819/361,BKT,50,1000,Customer 46,369210,0,BHARUCH,GJ,Item 1,Category 1
23-08-2018,ST/MR-HO/18/000006,CAN,-225,-93.38,Customer 1,-37937.25,0,JAMNAGAR,GJ,Item 5,Category 3
23-08-2018,DD-1819/362,CAN,225,93.38,Customer 1,37937.25,0,JAMNAGAR,GJ,Item 5,Category 3
23-08-2018,DD-1819/365,CAN,300,124.5,Customer 1,47043,0,JAMNAGAR,GJ,Item 5,Category 3
23-08-2018,SGE-1819/5193,CAN,504,209.16,Customer 104,97776,381.69,KOTA,RJ,Item 5,Category 3
23-08-2018,SGE-1819/5155,CAN,12,4.98,Customer 105,3248.3,0,CHANDAULI,UP,Item 5,Category 3
23-08-2018,SGE-1819/5192,CAN,648,268.92,Customer 64,125712,501.74,SECUNDRABAD,TS,Item 5,Category 3
23-08-2018,SGE-1819/5179,SET,2,48,Customer 38,35481.6,92.93,GHAZIABAD,UP,Item 2,Category 2
24-08-2018,DD-1819/366,CAN,500,207.5,Customer 1,78410,0,JAMNAGAR,GJ,Item 5,Category 3
24-08-2018,SGE-1819/5260,CAN,1008,418.32,Customer 12,189504,698.08,NASHIK,MH,Item 5,Category 3
24-08-2018,SGE-1819/5239,CAN,12,4.98,Customer 106,3143.52,5.69,CHAMPA,CT,Item 5,Category 3
24-08-2018,SGE-1819/5223,CAN,504,209.16,Customer 45,97776,381.69,JAMSHEDPUR,JH,Item 5,Category 3
24-08-2018,SGE-1819/5224,CAN,12,4.98,Customer 59,3046.32,8,KALLETTUMKARA,KL,Item 5,Category 3
25-08-2018,DD-1819/369,CAN,100,41.5,Customer 65,15682,0,VADODARA,GJ,Item 5,Category 3
25-08-2018,DD-1819/367,CAN,30,12.45,Customer 25,4704.6,0,JAMNAGAR,GJ,Item 5,Category 3
25-08-2018,DD-1819/367,CAN,20,8.3,Customer 25,3136.4,0,JAMNAGAR,GJ,Item 5,Category 3
25-08-2018,DD-1819/371,CAN,50,20.75,Customer 1,7840.5,0,JAMNAGAR,GJ,Item 5,Category 3
25-08-2018,SGE-1819/5286,CAN,20,8.3,Customer 85,5077.2,10,JAJPUR,OR,Item 5,Category 3
25-08-2018,SGE-1819/5263,KIT,2,36,Customer 5,11189.34,111.64,GURGAON,HR,Item 4,Category 2
25-08-2018,SGE-1819/5264,KIT,20,360,Customer 5,111893.4,416.37,GURGAON,HR,Item 4,Category 2
25-08-2018,SGE-1819/5265,KIT,2,36,Customer 5,11189.34,111.64,GURGAON,HR,Item 4,Category 2
25-08-2018,SGE-1819/5277,KIT,20,360,Customer 5,111893.4,466.37,GURGAON,HR,Item 4,Category 2
25-08-2018,SGE-1819/5284,KIT,16,288,Customer 5,89514.72,333.1,GURGAON,HR,Item 4,Category 2
25-08-2018,SGE-1819/5291,BKT,100,2000,Customer 70,942400,3180.1,JAMSHEDPUR,JH,Item 1,Category 1
25-08-2018,SGE-1819/5266,KIT,5,90,Customer 100,29605.8,200.79,Bhubaneswar,OR,Item 4,Category 2
27-08-2018,SGE-1819/5306,KIT,20,360,Customer 5,111893.4,516.37,GURGAON,HR,Item 4,Category 2
28-08-2018,DD-1819/379,CAN,36,14.94,Customer 107,5645.16,0,HOSHIARPUR,PB,Item 5,Category 3
28-08-2018,DD-1819/380,CAN,10,4.15,Customer 26,1568.1,0,JAMNAGAR,GJ,Item 5,Category 3
28-08-2018,SGE-1819/5349,KIT,35,630,Customer 92,178798.73,1785.95,LUCKNOW,UP,Item 4,Category 2
28-08-2018,ST/MR-552/18/000011,BKT,-182,-3640,Customer 108,-548730,0,BELLARY,KA,Item 1,Category 1
29-08-2018,SGE-1819/5366,CAN,12,4.98,Customer 40,3046.32,6,HYDERABAD,TS,Item 5,Category 3
29-08-2018,SGE-1819/5373,BKT,20,400,Customer 109,220233.6,669.04,BHIWADI,RJ,Item 1,Category 1
30-08-2018,DD-1819/383,CAN,392,162.68,Customer 101,61469.52,0,RAIGAD,MH,Item 5,Category 3
30-08-2018,DD-1819/384,BKT,10,200,Customer 1,73842,0,JAMNAGAR,GJ,Item 1,Category 1
31-08-2018,SGE-1819/5452,SET,5,120,Customer 64,90784.8,224.41,SECUNDRABAD,TS,Item 2,Category 2
31-08-2018,SGE-1819/5450,SET,4,96,Customer 49,80188.42,185.24,BILASPUR,CT,Item 2,Category 2
31-08-2018,SGE-1819/5421,CAN,48,19.92,Customer 110,6892.8,0,GURGAON,HR,Item 5,Category 3
31-08-2018,SGE-1819/5466,CAN,12,4.98,Customer 69,3489.31,7.67,CHANDIGARH,CH,Item 5,Category 3
31-08-2018,SGE-1819/5427,BKT,15,300,Customer 43,143379.72,479.11,BANGLORE,KA,Item 1,Category 1
01-09-2018,SGE-1819/5478,KIT,15,270,Customer 111,91185.84,444.83,GURGAON,HR,Item 4,Category 2
04-09-2018,SGE-1819/5496,CAN,10,4.15,Customer 112,2932.1,0,KATNI,MP,Item 5,Category 3
05-09-2018,SGE-1819/5539,SET,31,744,Customer 113,616847.42,1468.88,BILASPUR,CT,Item 3,Category 2
05-09-2018,SGE-1819/5541,CAN,19,7.89,Customer 35,5524.74,10.92,PUNE,MH,Item 5,Category 3
06-09-2018,SGE-1819/5591,CAN,24,9.96,Customer 53,5710.73,11.54,LUDHIANA,PB,Item 5,Category 3
06-09-2018,SGE-1819/5578,BKT,15,300,Customer 114,99600,433.58,KALABURAGI,KA,Item 1,Category 1
07-09-2018,DD-1819/430,CAN,2,0.83,Customer 115,313.62,0,NAVI MUMBAI,MH,Item 5,Category 3
07-09-2018,SGE-1819/5604,CAN,12,4.98,Customer 88,3143.52,4.3,BILASPUR,CT,Item 5,Category 3
07-09-2018,SGE-1819/5596,BKT,2,40,Customer 38,20593.28,65.42,GHAZIABAD,UP,Item 1,Category 1
07-09-2018,SGE-1819/5597,KIT,350,6300,Customer 9,629711.15,0,ANGUL,OR,Item 4,Category 2
08-09-2018,SGE-1819/5656,BKT,3,60,Customer 74,28321.92,66,GANDHIDHAM,GJ,Item 1,Category 1
08-09-2018,SGE-1819/5658,BKT,15,300,Customer 52,88749,92.3,MUMBAI,MH,Item 1,Category 1
08-09-2018,SGE-1819/5665,SET,2,48,Customer 86,48316.67,105.33,INDORE,MP,Item 2,Category 2
08-09-2018,SGE-1819/5661,SET,3,72,Customer 4,79720.52,162.91,JAIPUR,RJ,Item 3,Category 2
11-09-2018,SGE-1819/5706,CAN,12,4.98,Customer 88,3143.52,6.32,BILASPUR,CT,Item 5,Category 3
11-09-2018,SGE-1819/5732,BKT,29,580,Customer 9,227487.86,236.59,ANGUL,OR,Item 1,Category 1
12-09-2018,SGE-1819/5758,BKT,15,300,Customer 43,143379.72,479.11,BANGLORE,KA,Item 1,Category 1
14-09-2018,SGE-1819/5854,KIT,50,900,Customer 56,299758.73,1461.75,AHMEDABAD,GJ,Item 4,Category 2
14-09-2018,SGE-1819/5825,SET,8,192,Customer 63,168082.13,452.84,VERAVAL,GJ,Item 2,Category 2
15-09-2018,SGE-1819/5877,SET,3,72,Customer 16,69862.75,149.06,BHOPAL,MP,Item 2,Category 2
15-09-2018,SGE-1819/5877,SET,3,72,Customer 16,76636.68,163.51,BHOPAL,MP,Item 3,Category 2
15-09-2018,SGE-1819/5872,SET,17,408,Customer 49,375565.73,830.59,BILASPUR,CT,Item 3,Category 2
17-09-2018,SGE-1819/5939,BKT,100,2000,Customer 75,338400,2451.94,JHARSUGUDA,OR,Item 1,Category 1
17-09-2018,SGE-1819/5908,SET,2,48,Customer 89,54067.2,118.64,AHMEDABAD,GJ,Item 3,Category 2
17-09-2018,SGE-1819/5908,SET,1,24,Customer 89,23904,52.45,AHMEDABAD,GJ,Item 2,Category 2
17-09-2018,SGE-1819/5930,BKT,2,40,Customer 89,21451.2,332.72,AHMEDABAD,GJ,Item 1,Category 1
17-09-2018,SGE-1819/5934,SET,2,48,Customer 86,57905.93,113.42,INDORE,MP,Item 2,Category 2
17-09-2018,SGE-1819/5917,BKT,24,480,Customer 108,280526.4,518.4,BELLARY,KA,Item 1,Category 1
18-09-2018,DD-1819/446,BKT,20,400,Customer 116,226800,2268,DHANBAD,JH,Item 1,Category 1
18-09-2018,DD-1819/447,SQM,60,851.4,Customer 117,323539.2,0,JAMSHEDPUR,JH,Item 4,Category 1
18-09-2018,SGE-1819/5950,SET,7,168,Customer 4,163932.18,381.2,JAIPUR,RJ,Item 2,Category 2
18-09-2018,SGE-1819/5950,SET,4,96,Customer 4,102737.16,238.9,JAIPUR,RJ,Item 3,Category 2
19-09-2018,SGE-1819/5991,SET,6,144,Customer 77,145118.82,309.92,JAMSHEDPUR,JH,Item 2,Category 2
19-09-2018,SGE-1819/5992,SET,6,144,Customer 45,122472,310.9,JAMSHEDPUR,JH,Item 2,Category 2
19-09-2018,SGE-1819/6006,SET,5,120,Customer 118,128125.15,279.74,GURGAON,HR,Item 2,Category 2
20-09-2018,DD-1819/450,BKT,50,1000,Customer 46,369210,0,BHARUCH,GJ,Item 1,Category 1
21-09-2018,DD-1819/457,BKT,150,3000,Customer 119,660000,0,MIDNAPUR,WB,Item 1,Category 1
25-09-2018,DD-1819/460,BKT,10,200,Customer 65,73842,0,VADODARA,GJ,Item 1,Category 1
26-09-2018,SGE-1819/6249,CAN,12,4.98,Customer 76,3489.31,6,MUMBAI,MH,Item 5,Category 3
26-09-2018,SGE-1819/6246,SET,6,144,Customer 63,127284.19,300.32,VERAVAL,GJ,Item 2,Category 2
26-09-2018,SGE-1819/6215,SET,10,240,Customer 77,276631.2,544.42,JAMSHEDPUR,JH,Item 2,Category 2
26-09-2018,SGE-1819/6209,SET,2,48,Customer 120,43385.09,125.01,GOA,GA,Item 2,Category 2
26-09-2018,SGE-1819/6203,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
26-09-2018,SGE-1819/6223,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
26-09-2018,SGE-1819/6224,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
26-09-2018,SGE-1819/6257,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
26-09-2018,SGE-1819/6256,BKT,63,1260,Customer 121,624456,2406.85,SURAT,GJ,Item 1,Category 1
26-09-2018,SGE-1819/6256,KIT,106,1908,Customer 121,580095.6,2235.88,SURAT,GJ,Item 4,Category 2
27-09-2018,DD-1819/466,CAN,50,20.75,Customer 46,7840.5,0,BHARUCH,GJ,Item 5,Category 3
27-09-2018,DD-1819/466,CAN,90,37.35,Customer 46,14112.9,0,BHARUCH,GJ,Item 5,Category 3
27-09-2018,DD-1819/471,CAN,100,41.5,Customer 46,15681,0,BHARUCH,GJ,Item 5,Category 3
27-09-2018,DD-1819/469,CAN,108,44.82,Customer 46,16935.48,0,BHARUCH,GJ,Item 5,Category 3
27-09-2018,DD-1819/470,CAN,2,0.83,Customer 30,313.62,0,AHMEDABAD,GJ,Item 5,Category 3
27-09-2018,DD-1819/467,CAN,45,18.68,Customer 25,7056.45,0,JAMNAGAR,GJ,Item 5,Category 3
27-09-2018,DD-1819/472,CAN,30,12.45,Customer 122,4704.6,0,MUMBAI,MH,Item 5,Category 3
27-09-2018,DD-1819/472,CAN,50,20.75,Customer 122,7840.5,0,MUMBAI,MH,Item 5,Category 3
27-09-2018,DD-1819/468,CAN,100,41.5,Customer 26,15682,0,JAMNAGAR,GJ,Item 5,Category 3
27-09-2018,DD-1819/474,BKT,5,100,Customer 123,41500,0,KHEDA,GJ,Item 1,Category 1
27-09-2018,SGE-1819/6297,CAN,504,209.16,Customer 16,97776,353.69,BHOPAL,MP,Item 5,Category 3
27-09-2018,SGE-1819/6296,CAN,1008,418.32,Customer 74,189504,505,GANDHIDHAM,GJ,Item 5,Category 3
27-09-2018,SGE-1819/6294,CAN,504,209.16,Customer 11,97776,252,KOLKATTA,WB,Item 5,Category 3
27-09-2018,SGE-1819/6292,CAN,1512,627.48,Customer 4,284256,1055.63,JAIPUR,RJ,Item 5,Category 3
27-09-2018,SGE-1819/6304,CAN,9,3.74,Customer 40,2284.74,5.12,HYDERABAD,TS,Item 5,Category 3
27-09-2018,SGE-1819/6295,CAN,504,209.16,Customer 97,97776,353.69,PUNE,MH,Item 5,Category 3
27-09-2018,SGE-1819/6293,CAN,1008,418.32,Customer 33,189504,702.08,BHILWARA,RJ,Item 5,Category 3
27-09-2018,SGE-1819/6305,CAN,4,1.66,Customer 124,1065.3,0,COIMBATORE,TN,Item 5,Category 3
27-09-2018,SGE-1819/6288,SET,1,24,Customer 68,25859.52,24.66,Pendurthy,AP,Item 2,Category 2
27-09-2018,DD-1819/473,CAN,25,10.38,Customer 125,3920.5,196.03,Navi Mumbai,MH,Item 5,Category 3
28-09-2018,DD-1819/475,CAN,2,0.83,Customer 30,313.62,0,AHMEDABAD,GJ,Item 5,Category 3
28-09-2018,SGE-1819/6335,BKT,12,240,Customer 16,62640,329.15,BHOPAL,MP,Item 1,Category 1
28-09-2018,SGE-1819/6323,CAN,12,4.98,Customer 53,2855.36,6,LUDHIANA,PB,Item 5,Category 3
28-09-2018,SGE-1819/6328,CAN,144,59.76,Customer 53,34264.37,107.63,LUDHIANA,PB,Item 5,Category 3
28-09-2018,SGE-1819/6321,CAN,12,4.98,Customer 90,3489.31,7.74,MUMBAI,MH,Item 5,Category 3
28-09-2018,SGE-1819/6329,CAN,50,20.75,Customer 126,13534.6,39.08,RAIGARH,CT,Item 5,Category 3
28-09-2018,SGE-1819/6318,CAN,504,209.16,Customer 127,97776,353.69,AHMEDABAD,GJ,Item 5,Category 3
28-09-2018,SGE-1819/6327,CAN,504,209.16,Customer 64,97776,353.69,SECUNDRABAD,TS,Item 5,Category 3
28-09-2018,SGE-1819/6313,CAN,50,20.75,Customer 48,13316.3,38.85,SONEBHANDRA,UP,Item 5,Category 3
28-09-2018,SGE-1819/6312,CAN,48,19.92,Customer 29,12574.08,37.08,VIJAYWADA,AP,Item 5,Category 3
28-09-2018,SGE-1819/6317,CAN,100,41.5,Customer 77,29077.56,80.24,JAMSHEDPUR,JH,Item 5,Category 3
28-09-2018,SGE-1819/6314,CAN,216,89.64,Customer 40,56583.36,166.85,HYDERABAD,TS,Item 5,Category 3
28-09-2018,SGE-1819/6331,CAN,400,166,Customer 5,65536.8,268.16,GURGAON,HR,Item 5,Category 3
28-09-2018,SGE-1819/6322,CAN,47,19.51,Customer 14,12433.27,36.93,RAJKOT,GJ,Item 5,Category 3
28-09-2018,SGE-1819/6320,CAN,12,4.98,Customer 67,2986.34,6.02,MEERUT,UP,Item 5,Category 3
28-09-2018,SGE-1819/6309,CAN,504,209.16,Customer 128,97776,252,NAGPUR,MH,Item 5,Category 3
28-09-2018,SGE-1819/6319,CAN,5,2.08,Customer 35,1453.88,3.37,PUNE,MH,Item 5,Category 3
28-09-2018,SGE-1819/6311,CAN,48,19.92,Customer 91,12476.88,19.59,ROURKELA,OR,Item 5,Category 3
29-09-2018,DD-1819/476,BKT,2,40,Customer 78,14768.4,0,SURAT,GJ,Item 1,Category 1
29-09-2018,DD-1819/477,BKT,25,500,Customer 78,184605,0,SURAT,GJ,Item 1,Category 1
29-09-2018,SGE-1819/6345,BKT,4,80,Customer 13,23520,127.71,VAPI,GJ,Item 1,Category 1
29-09-2018,SGE-1819/6338,BKT,15,300,Customer 13,88200,421.73,VAPI,GJ,Item 1,Category 1
29-09-2018,SGE-1819/6339,KIT,2,36,Customer 5,11189.34,71.64,GURGAON,HR,Item 4,Category 2
29-09-2018,SGE-1819/6340,KIT,2,36,Customer 5,11189.34,71.64,GURGAON,HR,Item 4,Category 2
29-09-2018,SGE-1819/6341,KIT,5,90,Customer 5,27973.35,129.09,GURGAON,HR,Item 4,Category 2
29-09-2018,SGE-1819/6342,KIT,5,90,Customer 5,27973.35,129.09,GURGAON,HR,Item 4,Category 2
29-09-2018,SGE-1819/6343,KIT,6,108,Customer 5,33568.02,154.91,GURGAON,HR,Item 4,Category 2
29-09-2018,SGE-1819/6344,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
30-09-2018,DD-1819/482,CAN,1,0.42,Customer 30,156.81,0,AHMEDABAD,GJ,Item 5,Category 3
30-09-2018,DD-1819/484,CAN,50,20.75,Customer 129,7841,0,PATALGANGA,MH,Item 5,Category 3
30-09-2018,SGE-1819/6367,SET,2,48,Customer 52,62003.39,113.71,MUMBAI,MH,Item 2,Category 2
30-09-2018,SGE-1819/6384,SET,42,1008,Customer 54,680520.96,1996.64,Chandrapur,MH,Item 2,Category 2
30-09-2018,SGE-1819/6385,SET,69,1656,Customer 55,1085011.2,3318.76,GODAVARIKHANI,TS,Item 2,Category 2
30-09-2018,SGE-1819/6374,BKT,19,380,Customer 9,98800,520.75,ANGUL,OR,Item 1,Category 1
04-10-2018,DD-1819/487,CAN,250,103.75,Customer 130,39202.5,0,SILVASSA,DN,Item 5,Category 3
04-10-2018,SGE-1819/6500,CAN,132,54.78,Customer 110,18955.2,0,GURGAON,HR,Item 5,Category 3
05-10-2018,SGE-1819/6555,CAN,48,19.92,Customer 131,12783.65,37.29,MURSHEDABAD,WB,Item 5,Category 3
05-10-2018,SGE-1819/6556,CAN,22,9.13,Customer 53,5234.83,11,LUDHIANA,PB,Item 5,Category 3
05-10-2018,SGE-1819/6537,CAN,1,0.42,Customer 4,145.39,0,JAIPUR,RJ,Item 5,Category 3
05-10-2018,SGE-1819/6553,CAN,96,39.84,Customer 57,15310.51,63.92,AHMEDABAD,GJ,Item 5,Category 3
06-10-2018,SGE-1819/6574,CAN,444,184.26,Customer 44,116310.24,0,VISAKHAPATNAM,AP,Item 5,Category 3
08-10-2018,SGE-1819/6647,BKT,2,40,Customer 16,10440,54.86,BHOPAL,MP,Item 1,Category 1
08-10-2018,SGE-1819/6672,BKT,5,100,Customer 132,35200,146.61,MUMBAI,MH,Item 1,Category 1
08-10-2018,SGE-1819/6629,BKT,1,20,Customer 5,5952.71,0,GURGAON,HR,Item 1,Category 1
08-10-2018,SGE-1819/6648,BKT,20,400,Customer 108,233772,440,BELLARY,KA,Item 1,Category 1
09-10-2018,SGE-1819/6734,SET,3,72,Customer 68,78524.64,75,Pendurthy,AP,Item 2,Category 2
09-10-2018,SGE-1819/6725,BKT,10,200,Customer 42,117223.2,341.91,RAIGAD,MH,Item 1,Category 1
09-10-2018,SGE-1819/6691,BKT,2,40,Customer 59,22620,67.52,KALLETTUMKARA,KL,Item 1,Category 1
10-10-2018,SGE-1819/6763,CAN,10,4.15,Customer 112,2932.1,0,KATNI,MP,Item 5,Category 3
10-10-2018,SGE-1819/6752,BKT,1,20,Customer 133,11905.42,31.22,ASSAM,AS,Item 1,Category 1
11-10-2018,DD-1819/500,SET,16,384,Customer 134,386933.76,0,BHARUCH,GJ,Item 3,Category 2
11-10-2018,SGE-1819/6841,CAN,20,8.3,Customer 87,5077.2,7.17,BELGAUM,KA,Item 5,Category 3
11-10-2018,SGE-1819/6797,CAN,192,79.68,Customer 66,41589.6,132.49,JAMNAGAR,GJ,Item 5,Category 3
11-10-2018,SGE-1819/6801,SET,6,144,Customer 68,157049.28,155,Pendurthy,AP,Item 2,Category 2
12-10-2018,SGE-1819/6881,BKT,30,600,Customer 13,176400,843.46,VAPI,GJ,Item 1,Category 1
15-10-2018,SGE-1819/6953,SET,1,24,Customer 52,31001.7,58.24,MUMBAI,MH,Item 2,Category 2
15-10-2018,SGE-1819/6955,CAN,252,104.58,Customer 52,48888,176.84,MUMBAI,MH,Item 5,Category 3
15-10-2018,SGE-1819/6956,CAN,252,104.58,Customer 52,48888,176.84,MUMBAI,MH,Item 5,Category 3
16-10-2018,DD-1819/507,CAN,500,207.5,Customer 46,78405,0,BHARUCH,GJ,Item 5,Category 3
16-10-2018,DD-1819/509,BKT,2,40,Customer 135,14768.4,0,SURAT,GJ,Item 1,Category 1
16-10-2018,DD-1819/509,BKT,65,1300,Customer 135,479973,0,SURAT,GJ,Item 1,Category 1
16-10-2018,SGE-1819/6975,CAN,504,209.16,Customer 16,97776,353.69,BHOPAL,MP,Item 5,Category 3
16-10-2018,SGE-1819/7017,CAN,2520,1045.8,Customer 4,473760,1752.71,JAIPUR,RJ,Item 5,Category 3
16-10-2018,SGE-1819/6988,CAN,504,209.16,Customer 63,97776,252,VERAVAL,GJ,Item 5,Category 3
16-10-2018,SGE-1819/7007,CAN,504,209.16,Customer 136,97776,364.51,SILVASSA,DN,Item 5,Category 3
16-10-2018,SGE-1819/6974,CAN,504,209.16,Customer 20,97776,353.69,AHMEDABAD,GJ,Item 5,Category 3
16-10-2018,SGE-1819/6994,BKT,7,140,Customer 43,48223,204.15,BANGLORE,KA,Item 1,Category 1
16-10-2018,SGE-1819/6995,BKT,11,220,Customer 5,130959.58,376.2,GURGAON,HR,Item 1,Category 1
17-10-2018,SGE-1819/7031,SET,3,72,Customer 90,78952.32,160.29,MUMBAI,MH,Item 2,Category 2
17-10-2018,SGE-1819/7030,SET,10,240,Customer 56,229665.6,498.85,AHMEDABAD,GJ,Item 3,Category 2
17-10-2018,SGE-1819/7054,CAN,48,19.92,Customer 39,12259.73,50.16,MEERUT,UP,Item 5,Category 3
18-10-2018,SGE-1819/7096,CAN,12,4.98,Customer 137,3489.31,0,PUNE,MH,Item 5,Category 3
18-10-2018,SGE-1819/7089,CAN,504,209.16,Customer 138,97776,353.69,NASHIK,MH,Item 5,Category 3
18-10-2018,SGE-1819/7074,CAN,48,19.92,Customer 39,12259.73,26.62,MEERUT,UP,Item 5,Category 3
18-10-2018,SGE-1819/7080,SET,9,216,Customer 57,176411.52,428.92,AHMEDABAD,GJ,Item 2,Category 2
20-10-2018,DD-1819/515,BKT,50,1000,Customer 1,369210,0,JAMNAGAR,GJ,Item 1,Category 1
20-10-2018,SGE-1819/7134,CAN,12,4.98,Customer 53,2855.36,8,LUDHIANA,PB,Item 5,Category 3
20-10-2018,SGE-1819/7130,KIT,60,1080,Customer 43,301290,2013.34,BANGLORE,KA,Item 4,Category 2
20-10-2018,SGE-1819/7161,BKT,10,200,Customer 118,111493.26,335.95,GURGAON,HR,Item 1,Category 1
22-10-2018,SGE-1819/7176,SET,17,408,Customer 4,377992.58,645.99,JAIPUR,RJ,Item 2,Category 2
22-10-2018,SGE-1819/7176,SET,3,72,Customer 4,73172.4,125.05,JAIPUR,RJ,Item 3,Category 2
23-10-2018,SGE-1819/7263,CAN,12,4.98,Customer 137,3489.31,0,PUNE,MH,Item 5,Category 3
23-10-2018,SGE-1819/7218,BKT,25,500,Customer 63,155625,550,VERAVAL,GJ,Item 1,Category 1
23-10-2018,SGE-1819/7219,BKT,25,500,Customer 63,155625,550,VERAVAL,GJ,Item 1,Category 1
23-10-2018,SGE-1819/7236,SET,21,504,Customer 77,477640.8,1297.08,JAMSHEDPUR,JH,Item 2,Category 2
23-10-2018,SGE-1819/7246,SET,1,24,Customer 19,26623.47,54.78,JALANDHAR CITY,PB,Item 2,Category 2
23-10-2018,SGE-1819/7251,CAN,504,209.16,Customer 22,97776,353.69,VADODARA,GJ,Item 5,Category 3
23-10-2018,SGE-1819/7220,BKT,51,1020,Customer 58,408969,1544.36,TRICHY,TN,Item 1,Category 1
23-10-2018,SGE-1819/7239,BKT,10,200,Customer 118,108236.9,284.09,GURGAON,HR,Item 1,Category 1
24-10-2018,SGE-1819/7307,CAN,1008,418.32,Customer 24,197568,715.47,BHARUCH,GJ,Item 5,Category 3
24-10-2018,SGE-1819/7315,CAN,48,19.92,Customer 29,12574.08,37.08,VIJAYWADA,AP,Item 5,Category 3
24-10-2018,SGE-1819/7295,SET,10,240,Customer 63,212140.32,347.71,VERAVAL,GJ,Item 2,Category 2
24-10-2018,SGE-1819/7274,CAN,12,4.98,Customer 102,3143.52,5.94,KOLKATA,WB,Item 5,Category 3
24-10-2018,SGE-1819/7316,CAN,504,209.16,Customer 7,97776,353.69,GOA,GA,Item 5,Category 3
25-10-2018,SGE-1819/7355,SET,6,144,Customer 88,159441.05,162.11,BILASPUR,CT,Item 2,Category 2
25-10-2018,SGE-1819/7330,KIT,120,2160,Customer 80,415248,4351.92,RAIPUR,CT,Item 4,Category 2
25-10-2018,SGE-1819/7330,BKT,25,500,Customer 80,150060,1572.67,RAIPUR,CT,Item 1,Category 1
26-10-2018,DD-1819/524,BKT,35,700,Customer 46,258447,0,BHARUCH,GJ,Item 1,Category 1
26-10-2018,DD-1819/525,BKT,40,800,Customer 46,295368,0,BHARUCH,GJ,Item 1,Category 1
26-10-2018,SGE-1819/7414,BKT,4,80,Customer 89,34344,123.72,AHMEDABAD,GJ,Item 1,Category 1
26-10-2018,SGE-1819/7397,BKT,14,280,Customer 89,120204,433.01,AHMEDABAD,GJ,Item 1,Category 1
26-10-2018,SGE-1819/7399,SET,3,72,Customer 90,91633.68,178.24,MUMBAI,MH,Item 2,Category 2
26-10-2018,SGE-1819/7400,SET,2,48,Customer 90,61089.12,118.21,MUMBAI,MH,Item 2,Category 2
26-10-2018,SGE-1819/7398,BKT,3,60,Customer 17,20169,85.98,SONEBHANDRA,UP,Item 1,Category 1
26-10-2018,SGE-1819/7375,SET,1,24,Customer 120,26257.81,56.35,GOA,GA,Item 2,Category 2
26-10-2018,SGE-1819/7413,BKT,1,20,Customer 139,11390,33.85,NEW DELHI,DL,Item 1,Category 1
27-10-2018,SGE-1819/7441,CAN,20,8.3,Customer 87,5077.2,7.17,BELGAUM,KA,Item 5,Category 3
27-10-2018,SGE-1819/7448,KIT,150,2700,Customer 9,269876.21,280.67,ANGUL,OR,Item 4,Category 2
29-10-2018,DD-1819/530,CAN,18,7.47,Customer 101,2822.58,0,RAIGAD,MH,Item 5,Category 3
29-10-2018,SGE-1819/7456,SET,9,216,Customer 120,195232.9,482.24,GOA,GA,Item 2,Category 2
29-10-2018,SGE-1819/7456,SET,2,48,Customer 120,47591.42,117.56,GOA,GA,Item 3,Category 2
29-10-2018,SGE-1819/7457,SET,4,96,Customer 120,86770.18,235.63,GOA,GA,Item 2,Category 2
29-10-2018,SGE-1819/7457,SET,3,72,Customer 120,71387.14,193.86,GOA,GA,Item 3,Category 2
30-10-2018,SGE-1819/7495,SET,1,24,Customer 52,21964.8,58.56,MUMBAI,MH,Item 2,Category 2
30-10-2018,SGE-1819/7509,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
30-10-2018,SGE-1819/7505,KIT,10,180,Customer 5,55946.7,358.18,GURGAON,HR,Item 4,Category 2
30-10-2018,SGE-1819/7506,KIT,20,360,Customer 5,111893.4,716.37,GURGAON,HR,Item 4,Category 2
30-10-2018,SGE-1819/7499,BKT,15,300,Customer 92,182217,189.51,LUCKNOW,UP,Item 1,Category 1
30-10-2018,SGE-1819/7497,BKT,10,200,Customer 92,93712,174.89,LUCKNOW,UP,Item 1,Category 1
31-10-2018,DD-1819/533,BKT,50,1000,Customer 46,369210,0,BHARUCH,GJ,Item 1,Category 1
31-10-2018,DD-1819/535,CAN,10,4.15,Customer 51,1568.2,78,VADODARA,GJ,Item 5,Category 3
31-10-2018,SGE-1819/7540,BKT,92,1840,Customer 140,626152,2676.2,HARIHAR,KA,Item 1,Category 1
31-10-2018,SGE-1819/7531,KIT,5,90,Customer 5,27973.35,179.09,GURGAON,HR,Item 4,Category 2
31-10-2018,SGE-1819/7525,KIT,6,108,Customer 5,33568.02,214.91,GURGAON,HR,Item 4,Category 2
31-10-2018,SGE-1819/7526,KIT,6,108,Customer 5,33568.02,214.91,GURGAON,HR,Item 4,Category 2
31-10-2018,SGE-1819/7527,KIT,5,90,Customer 5,27973.35,179.09,GURGAON,HR,Item 4,Category 2
